,案號,酒駕前案紀錄
564,"TPDM,107,交簡,2701,20190104,1",1
565,"TPDM,107,交簡,2724,20190109,1",1
566,"TPDM,107,交簡,2734,20190104,1",1
567,"TPDM,107,交簡,2743,20190114,1",2
568,"TPDM,108,交簡,1,20190104,1",3
569,"TPDM,108,交簡,11,20190109,1",2
570,"TPDM,108,交簡,118,20190124,1",0
571,"TPDM,108,交簡,121,20190128,1",0
572,"TPDM,108,交簡,123,20190131,1",1
573,"TPDM,108,交簡,126,20190125,1",1
574,"TPDM,108,交簡,127,20190130,1",1
575,"TPDM,108,交簡,13,20190114,1",1
576,"TPDM,108,交簡,14,20190107,1",1
577,"TPDM,108,交簡,141,20190131,1",0
578,"TPDM,108,交簡,143,20190128,1",0
579,"TPDM,108,交簡,145,20190125,1",1
580,"TPDM,108,交簡,157,20190128,1",0
581,"TPDM,108,交簡,161,20190128,1",0
582,"TPDM,108,交簡,162,20190131,1",0
583,"TPDM,108,交簡,163,20190131,1",4
584,"TPDM,108,交簡,175,20190131,1",1
585,"TPDM,108,交簡,185,20190131,1",1
586,"TPDM,108,交簡,21,20190108,1",0
587,"TPDM,108,交簡,25,20190108,1",2
588,"TPDM,108,交簡,31,20190130,1",1
589,"TPDM,108,交簡,45,20190114,1",0
590,"TPDM,108,交簡,48,20190124,1",1
591,"TPDM,108,交簡,5,20190102,1",2
592,"TPDM,108,交簡,59,20190115,1",0
593,"TPDM,108,交簡,62,20190121,1",0
594,"TPDM,108,交簡,66,20190131,1",1
595,"TPDM,108,交簡,72,20190131,1",3
596,"TPDM,108,交簡,80,20190123,1",1
597,"TPDM,108,交簡,81,20190122,1",2
598,"TPDM,108,交簡,91,20190128,1",0
599,"TPDM,108,交簡,93,20190121,1",2
600,"TPDM,108,審交簡,29,20190129,1",2
601,"TPDM,108,審交簡,30,20190129,1",2
602,"TPDM,108,審交簡,32,20190123,1",1
603,"TPDM,108,審交簡,37,20190129,1",2
604,"TTDM,108,東交簡,12,20190122,1",1
605,"TTDM,108,東交簡,17,20190122,1",1
606,"TTDM,108,東交簡,20,20190125,1",1
607,"TTDM,108,東交簡,7,20190111,1",1
608,"TYDM,107,壢交簡,1809,20190118,1",0
609,"TYDM,107,壢交簡,1882,20190107,1",1
610,"TYDM,107,壢交簡,1985,20190108,1",1
611,"TYDM,107,壢交簡,2529,20190123,1",1
612,"TYDM,107,壢交簡,2552,20190118,1",1
613,"TYDM,107,壢交簡,2602,20190119,1",1
614,"TYDM,107,壢交簡,2644,20190103,1",0
615,"TYDM,107,桃交簡,2027,20190118,1",0
616,"TYDM,107,桃交簡,2575,20190116,1",0
617,"TYDM,107,桃交簡,2688,20190123,1",0
618,"TYDM,107,桃交簡,2774,20190102,1",0
619,"TYDM,107,桃交簡,2868,20190119,1",1
620,"TYDM,107,桃交簡,2878,20190118,1",1
621,"TYDM,107,桃交簡,2880,20190131,1",2
622,"TYDM,107,桃交簡,2899,20190111,1",1
623,"TYDM,108,壢交簡,108,20190121,1",0
624,"TYDM,108,壢交簡,112,20190123,1",0
625,"TYDM,108,壢交簡,119,20190119,1",1
626,"TYDM,108,壢交簡,147,20190128,1",1
627,"TYDM,108,壢交簡,168,20190128,1",1
628,"TYDM,108,壢交簡,27,20190115,1",0
629,"TYDM,108,壢交簡,3,20190115,1",0
630,"TYDM,108,壢交簡,69,20190111,1",0
631,"TYDM,108,壢交簡,98,20190125,1",1
632,"TYDM,108,審交簡,5,20190109,1",3
633,"TYDM,108,桃交簡,12,20190128,1",1
634,"TYDM,108,桃交簡,132,20190122,1",1
635,"TYDM,108,桃交簡,137,20190122,1",1
636,"TYDM,108,桃交簡,184,20190124,1",0
637,"TYDM,108,桃交簡,190,20190125,1",1
638,"TYDM,108,桃交簡,51,20190117,1",1
639,"TYDM,108,桃交簡,55,20190111,1",1
640,"TYDM,108,桃交簡,57,20190114,1",1
641,"TYDM,108,桃交簡,6,20190115,1",1
642,"TYDM,108,桃交簡,7,20190128,1",1
643,"TYDM,108,桃交簡,74,20190125,1",2
644,"TYDM,108,桃交簡,8,20190103,1",0
645,"TYDM,108,桃交簡,87,20190128,1",2
646,"TYDM,108,桃交簡,96,20190118,1",0
647,"ULDM,107,交簡,148,20190131,1",0
648,"ULDM,107,六交簡,368,20190118,1",1
649,"ULDM,107,六交簡,404,20190118,1",1
650,"ULDM,107,港交簡,314,20190123,1",4
651,"ULDM,107,港交簡,317,20190118,1",3
652,"ULDM,107,虎交簡,329,20190117,1",2
653,"ULDM,107,虎交簡,357,20190109,1",0
654,"ULDM,107,虎交簡,374,20190103,1",3
655,"ULDM,108,交簡,11,20190131,1",2
656,"ULDM,108,交簡,4,20190131,1",0
657,"ULDM,108,港交簡,12,20190128,1",1
658,"ULDM,108,港交簡,8,20190131,1",2
659,"CHDM,108,交簡,106,20190211,1",5
660,"CHDM,108,交簡,119,20190212,1",1
661,"CHDM,108,交簡,151,20190226,1",1
662,"CHDM,108,交簡,159,20190220,1",2
663,"CHDM,108,交簡,177,20190226,1",1
664,"CHDM,108,交簡,189,20190226,1",3
665,"CHDM,108,交簡,219,20190219,1",1
666,"CHDM,108,交簡,241,20190226,1",1
667,"CHDM,108,交簡,254,20190201,1",1
668,"CHDM,108,交簡,292,20190225,1",1
669,"CHDM,108,交簡,295,20190225,1",1
670,"CHDM,108,交簡,303,20190215,1",1
671,"CHDM,108,交簡,323,20190221,1",2
672,"CHDM,108,交簡,340,20190222,1",1
673,"CHDM,108,交簡,349,20190222,1",1
674,"CHDM,108,交簡,351,20190225,1",2
675,"CHDM,108,交簡,386,20190227,1",2
676,"CHDM,108,交簡,390,20190227,1",1
677,"CHDM,108,交簡,40,20190226,1",1
678,"CHDM,108,交簡,406,20190227,1",1
679,"CHDM,108,交簡,97,20190226,1",0
680,"CTDM,108,交簡,146,20190211,1",1
681,"CTDM,108,交簡,179,20190212,1",0
682,"CTDM,108,交簡,180,20190212,1",1
683,"CTDM,108,交簡,222,20190215,1",1
684,"CTDM,108,交簡,253,20190214,1",0
685,"CTDM,108,交簡,259,20190225,1",0
686,"CTDM,108,交簡,260,20190213,1",1
687,"CTDM,108,交簡,274,20190211,1",4
688,"CTDM,108,交簡,280,20190220,1",1
689,"CTDM,108,交簡,286,20190221,1",2
690,"CTDM,108,交簡,287,20190226,1",0
691,"CTDM,108,交簡,292,20190215,1",2
692,"CTDM,108,交簡,294,20190218,1",0
693,"CTDM,108,交簡,330,20190215,1",0
694,"CTDM,108,交簡,334,20190222,1",0
695,"CTDM,108,交簡,335,20190220,1",0
696,"CTDM,108,交簡,348,20190214,1",0
697,"CTDM,108,交簡,371,20190227,1",2
698,"CTDM,108,交簡,377,20190222,1",1
699,"CTDM,108,交簡,387,20190225,1",1
700,"CTDM,108,交簡,409,20190227,1",1
701,"CTDM,108,交簡,415,20190227,1",2
702,"CTDM,108,交簡,418,20190222,1",1
703,"CTDM,108,交簡,420,20190227,1",1
704,"CTDM,108,交簡,422,20190227,1",1
705,"CTDM,108,交簡,425,20190226,1",0
706,"CTDM,108,交簡,450,20190227,1",1
707,"CTDM,108,交簡,455,20190226,1",0
708,"CTDM,108,交簡,464,20190227,1",2
709,"CTDM,108,交簡,476,20190226,1",0
710,"CTDM,108,交簡,99,20190220,1",3
711,"CYDM,108,嘉交簡,172,20190227,1",1
712,"CYDM,108,嘉交簡,181,20190222,1",1
713,"CYDM,108,嘉交簡,187,20190227,1",0
714,"CYDM,108,嘉交簡,198,20190222,1",1
715,"CYDM,108,嘉交簡,199,20190225,1",0
716,"CYDM,108,嘉交簡,217,20190223,1",0
717,"CYDM,108,嘉交簡,240,20190227,1",1
718,"CYDM,108,嘉交簡,243,20190227,1",0
719,"CYDM,108,嘉交簡,244,20190227,1",0
720,"CYDM,108,嘉交簡,253,20190226,1",1
721,"CYDM,108,嘉交簡,260,20190227,1",1
722,"CYDM,108,嘉交簡,261,20190227,1",1
723,"CYDM,108,嘉交簡,267,20190227,1",2
724,"CYDM,108,朴交簡,62,20190223,1",0
725,"CYDM,108,朴交簡,66,20190226,1",1
726,"CYDM,108,朴交簡,67,20190223,1",2
727,"CYDM,108,朴交簡,73,20190227,1",2
728,"CYDM,108,朴交簡,82,20190225,1",0
729,"CYDM,108,朴交簡,83,20190227,1",2
730,"CYDM,108,朴交簡,86,20190227,1",1
731,"FYEM,108,豐交簡,125,20190213,1",1
732,"FYEM,108,豐交簡,128,20190213,1",1
733,"FYEM,108,豐交簡,130,20190213,1",1
734,"FYEM,108,豐交簡,131,20190213,1",2
735,"FYEM,108,豐交簡,132,20190213,1",1
736,"FYEM,108,豐交簡,148,20190223,1",4
737,"FYEM,108,豐交簡,155,20190220,1",1
738,"FYEM,108,豐交簡,156,20190223,1",4
739,"FYEM,108,豐交簡,157,20190220,1",1
740,"HLDM,108,花交簡,58,20190223,1",2
741,"HLDM,108,花交簡,62,20190211,1",1
742,"HLDM,108,花交簡,70,20190211,1",1
743,"HLDM,108,花交簡,89,20190226,1",1
744,"ILDM,108,交簡,104,20190215,1",1
745,"ILDM,108,交簡,107,20190220,1",2
746,"ILDM,108,交簡,119,20190220,1",0
747,"ILDM,108,交簡,122,20190227,1",0
748,"ILDM,108,交簡,133,20190227,1",1
749,"ILDM,108,交簡,157,20190227,1",1
750,"ILDM,108,交簡,36,20190227,1",1
751,"ILDM,108,交簡,75,20190212,1",0
752,"ILDM,108,交簡,76,20190212,1",0
753,"ILDM,108,交簡,94,20190213,1",0
754,"ILDM,108,交簡,96,20190215,1",0
755,"KLDM,108,基交簡,102,20190215,1",1
756,"KLDM,108,基交簡,106,20190220,1",0
757,"KLDM,108,基交簡,110,20190226,1",3
758,"KLDM,108,基交簡,112,20190226,1",1
759,"KLDM,108,基交簡,121,20190227,1",1
760,"KLDM,108,基交簡,70,20190201,1",1
761,"KLDM,108,基交簡,78,20190213,1",2
762,"KLDM,108,基交簡,79,20190211,1",1
763,"KLDM,108,基交簡,82,20190220,1",1
764,"KLDM,108,基交簡,84,20190212,1",1
765,"KLDM,108,基交簡,90,20190213,1",1
766,"KLDM,108,基交簡,91,20190222,1",0
767,"KLDM,108,基交簡,94,20190215,1",1
768,"KLDM,108,基交簡,96,20190215,1",1
769,"KLDM,108,基交簡,98,20190220,1",1
770,"KLDM,108,基交簡,99,20190218,1",0
771,"KMEM,108,城交簡,16,20190223,1",1
772,"KSDM,107,交簡,3050,20190211,1",0
773,"KSDM,107,交簡,3174,20190213,1",1
774,"KSDM,107,交簡,3219,20190214,1",1
775,"KSDM,107,交簡,3380,20190221,1",1
776,"KSDM,107,交簡,3579,20190221,1",1
777,"KSDM,107,交簡,3831,20190221,1",0
778,"KSDM,108,交簡,107,20190221,1",1
779,"KSDM,108,交簡,108,20190221,1",1
780,"KSDM,108,交簡,109,20190221,1",0
781,"KSDM,108,交簡,116,20190221,1",3
782,"KSDM,108,交簡,117,20190221,1",1
783,"KSDM,108,交簡,126,20190225,1",2
784,"KSDM,108,交簡,130,20190220,1",0
785,"KSDM,108,交簡,142,20190213,1",2
786,"KSDM,108,交簡,145,20190220,1",0
787,"KSDM,108,交簡,149,20190221,1",2
788,"KSDM,108,交簡,155,20190221,1",2
789,"KSDM,108,交簡,168,20190225,1",1
790,"KSDM,108,交簡,170,20190221,1",3
791,"KSDM,108,交簡,171,20190220,1",1
792,"KSDM,108,交簡,174,20190221,1",0
793,"KSDM,108,交簡,175,20190215,1",2
794,"KSDM,108,交簡,177,20190212,1",2
795,"KSDM,108,交簡,184,20190213,1",0
796,"KSDM,108,交簡,187,20190222,1",0
797,"KSDM,108,交簡,189,20190221,1",0
798,"KSDM,108,交簡,190,20190225,1",1
799,"KSDM,108,交簡,191,20190221,1",3
800,"KSDM,108,交簡,194,20190221,1",2
801,"KSDM,108,交簡,196,20190213,1",0
802,"KSDM,108,交簡,203,20190219,1",1
803,"KSDM,108,交簡,204,20190225,1",1
804,"KSDM,108,交簡,207,20190222,1",0
805,"KSDM,108,交簡,212,20190221,1",0
806,"KSDM,108,交簡,217,20190225,1",1
807,"KSDM,108,交簡,218,20190222,1",0
808,"KSDM,108,交簡,220,20190220,1",0
809,"KSDM,108,交簡,222,20190222,1",0
810,"KSDM,108,交簡,224,20190225,1",1
811,"KSDM,108,交簡,230,20190215,1",1
812,"KSDM,108,交簡,231,20190220,1",2
813,"KSDM,108,交簡,232,20190218,1",1
814,"KSDM,108,交簡,233,20190222,1",0
815,"KSDM,108,交簡,235,20190211,1",2
816,"KSDM,108,交簡,237,20190221,1",2
817,"KSDM,108,交簡,242,20190225,1",1
818,"KSDM,108,交簡,249,20190227,1",2
819,"KSDM,108,交簡,256,20190225,1",1
820,"KSDM,108,交簡,257,20190219,1",1
821,"KSDM,108,交簡,263,20190220,1",2
822,"KSDM,108,交簡,264,20190213,1",3
823,"KSDM,108,交簡,268,20190220,1",1
824,"KSDM,108,交簡,271,20190218,1",1
825,"KSDM,108,交簡,272,20190218,1",2
826,"KSDM,108,交簡,274,20190221,1",0
827,"KSDM,108,交簡,278,20190215,1",1
828,"KSDM,108,交簡,280,20190212,1",0
829,"KSDM,108,交簡,281,20190220,1",2
830,"KSDM,108,交簡,282,20190219,1",0
831,"KSDM,108,交簡,284,20190227,1",1
832,"KSDM,108,交簡,285,20190225,1",2
833,"KSDM,108,交簡,286,20190218,1",0
834,"KSDM,108,交簡,287,20190226,1",1
835,"KSDM,108,交簡,288,20190226,1",1
836,"KSDM,108,交簡,289,20190219,1",0
837,"KSDM,108,交簡,291,20190221,1",2
838,"KSDM,108,交簡,292,20190227,1",1
839,"KSDM,108,交簡,293,20190223,1",1
840,"KSDM,108,交簡,30,20190212,1",0
841,"KSDM,108,交簡,301,20190227,1",0
842,"KSDM,108,交簡,303,20190221,1",3
843,"KSDM,108,交簡,304,20190215,1",3
844,"KSDM,108,交簡,312,20190226,1",1
845,"KSDM,108,交簡,314,20190226,1",1
846,"KSDM,108,交簡,315,20190220,1",1
847,"KSDM,108,交簡,316,20190226,1",1
848,"KSDM,108,交簡,320,20190227,1",2
849,"KSDM,108,交簡,325,20190218,1",2
850,"KSDM,108,交簡,327,20190227,1",0
851,"KSDM,108,交簡,328,20190226,1",0
852,"KSDM,108,交簡,329,20190221,1",1
853,"KSDM,108,交簡,330,20190226,1",1
854,"KSDM,108,交簡,332,20190218,1",0
855,"KSDM,108,交簡,333,20190227,1",1
856,"KSDM,108,交簡,341,20190227,1",1
857,"KSDM,108,交簡,342,20190227,1",0
858,"KSDM,108,交簡,345,20190227,1",1
859,"KSDM,108,交簡,346,20190218,1",0
860,"KSDM,108,交簡,347,20190222,1",2
861,"KSDM,108,交簡,348,20190227,1",0
862,"KSDM,108,交簡,351,20190219,1",0
863,"KSDM,108,交簡,356,20190227,1",1
864,"KSDM,108,交簡,359,20190227,1",1
865,"KSDM,108,交簡,361,20190220,1",0
866,"KSDM,108,交簡,367,20190220,1",1
867,"KSDM,108,交簡,368,20190225,1",1
868,"KSDM,108,交簡,369,20190227,1",0
869,"KSDM,108,交簡,371,20190227,1",1
870,"KSDM,108,交簡,373,20190227,1",0
871,"KSDM,108,交簡,375,20190225,1",1
872,"KSDM,108,交簡,376,20190220,1",1
873,"KSDM,108,交簡,377,20190227,1",2
874,"KSDM,108,交簡,379,20190220,1",0
875,"KSDM,108,交簡,380,20190227,1",3
876,"KSDM,108,交簡,381,20190225,1",1
877,"KSDM,108,交簡,383,20190219,1",1
878,"KSDM,108,交簡,386,20190227,1",0
879,"KSDM,108,交簡,388,20190222,1",1
880,"KSDM,108,交簡,391,20190225,1",0
881,"KSDM,108,交簡,395,20190227,1",1
882,"KSDM,108,交簡,396,20190227,1",1
883,"KSDM,108,交簡,397,20190227,1",0
884,"KSDM,108,交簡,403,20190219,1",2
885,"KSDM,108,交簡,408,20190219,1",1
886,"KSDM,108,交簡,416,20190227,1",1
887,"KSDM,108,交簡,422,20190227,1",0
888,"KSDM,108,交簡,423,20190219,1",0
889,"KSDM,108,交簡,434,20190227,1",2
890,"KSDM,108,交簡,439,20190219,1",0
891,"KSDM,108,交簡,442,20190227,1",1
892,"KSDM,108,交簡,444,20190221,1",1
893,"KSDM,108,交簡,450,20190227,1",1
894,"KSDM,108,交簡,451,20190227,1",1
895,"KSDM,108,交簡,455,20190227,1",1
896,"KSDM,108,交簡,459,20190227,1",0
897,"KSDM,108,交簡,461,20190227,1",2
898,"KSDM,108,交簡,465,20190222,1",0
899,"KSDM,108,交簡,469,20190225,1",1
900,"KSDM,108,交簡,470,20190227,1",1
901,"KSDM,108,交簡,488,20190227,1",1
902,"KSDM,108,交簡,500,20190227,1",0
903,"KSDM,108,交簡,507,20190227,1",0
904,"KSDM,108,交簡,66,20190220,1",3
905,"KSDM,108,交簡,74,20190220,1",1
906,"KSDM,108,交簡,80,20190220,1",1
907,"KSDM,108,交簡,90,20190220,1",1
908,"KSDM,108,交簡,99,20190215,1",0
909,"MKEM,108,馬交簡,6,20190220,1",0
910,"MLDM,108,苗交簡,102,20190221,1",1
911,"MLDM,108,苗交簡,126,20190227,1",1
912,"MLDM,108,苗交簡,50,20190201,1",0
913,"MLDM,108,苗交簡,96,20190227,1",0
914,"NHEM,107,湖交簡,948,20190214,1",1
915,"NHEM,108,湖交簡,41,20190214,1",0
916,"NTDM,107,埔交簡,203,20190214,1",0
917,"NTDM,107,投交簡,539,20190226,1",0
918,"NTDM,107,投交簡,563,20190225,1",0
919,"NTDM,107,投交簡,577,20190223,1",0
920,"NTDM,108,埔交簡,14,20190223,1",0
921,"NTDM,108,埔交簡,19,20190223,1",0
922,"NTDM,108,埔交簡,28,20190226,1",0
923,"NTDM,108,埔交簡,36,20190226,1",0
924,"NTDM,108,埔交簡,43,20190226,1",0
925,"NTDM,108,投交簡,1,20190221,1",0
926,"NTDM,108,投交簡,22,20190214,1",0
927,"NTDM,108,投交簡,66,20190226,1",0
928,"PCDM,108,交簡,110,20190211,1",2
929,"PCDM,108,交簡,164,20190211,1",2
930,"PCDM,108,交簡,168,20190211,1",2
931,"PCDM,108,交簡,234,20190211,1",1
932,"PCDM,108,交簡,263,20190211,1",1
933,"PCDM,108,交簡,264,20190211,1",2
934,"PCDM,108,交簡,274,20190211,1",1
935,"PCDM,108,交簡,276,20190211,1",2
936,"PCDM,108,交簡,277,20190222,1",1
937,"PCDM,108,交簡,298,20190211,1",1
938,"PCDM,108,交簡,416,20190220,1",0
939,"PCDM,108,交簡,431,20190222,1",2
940,"PCDM,108,交簡,443,20190222,1",1
941,"PCDM,108,交簡,446,20190222,1",1
942,"PCDM,108,交簡,468,20190227,1",2
943,"PCDM,108,交簡,513,20190225,1",1
944,"PCDM,108,交簡,522,20190227,1",1
945,"PCDM,108,交簡,528,20190227,1",1
946,"PCDM,108,交簡,576,20190227,1",1
947,"PCDM,108,審交簡,47,20190227,1",1
948,"PTDM,107,交簡,1995,20190227,1",4
949,"PTDM,108,交簡,112,20190225,1",1
950,"PTDM,108,交簡,114,20190227,1",1
951,"PTDM,108,交簡,12,20190225,1",0
952,"PTDM,108,交簡,129,20190227,1",1
953,"PTDM,108,交簡,135,20190211,1",1
954,"PTDM,108,交簡,140,20190227,1",1
955,"PTDM,108,交簡,142,20190220,1",1
956,"PTDM,108,交簡,143,20190215,1",1
957,"PTDM,108,交簡,181,20190219,1",0
958,"PTDM,108,交簡,198,20190227,1",3
959,"PTDM,108,交簡,202,20190225,1",0
960,"PTDM,108,交簡,219,20190225,1",0
961,"PTDM,108,交簡,225,20190227,1",1
962,"PTDM,108,交簡,226,20190227,1",1
963,"PTDM,108,交簡,257,20190227,1",1
964,"PTDM,108,交簡,268,20190225,1",1
965,"PTDM,108,交簡,270,20190227,1",1
966,"PTDM,108,交簡,271,20190225,1",1
967,"PTDM,108,交簡,275,20190225,1",1
968,"PTDM,108,交簡,29,20190227,1",1
969,"PTDM,108,交簡,295,20190222,1",0
970,"PTDM,108,交簡,296,20190221,1",0
971,"PTDM,108,交簡,297,20190220,1",0
972,"PTDM,108,交簡,298,20190222,1",1
973,"PTDM,108,交簡,299,20190227,1",0
974,"PTDM,108,交簡,311,20190227,1",1
975,"PTDM,108,交簡,334,20190221,1",3
976,"PTDM,108,交簡,342,20190221,1",0
977,"PTDM,108,交簡,343,20190225,1",0
978,"PTDM,108,交簡,344,20190222,1",3
979,"PTDM,108,交簡,348,20190223,1",1
980,"PTDM,108,交簡,353,20190225,1",0
981,"PTDM,108,交簡,359,20190227,1",1
982,"PTDM,108,交簡,361,20190227,1",1
983,"PTDM,108,交簡,362,20190221,1",1
984,"PTDM,108,交簡,372,20190225,1",1
985,"PTDM,108,交簡,374,20190227,1",1
986,"PTDM,108,交簡,38,20190228,1",1
987,"PTDM,108,交簡,380,20190227,1",1
988,"PTDM,108,交簡,382,20190223,1",4
989,"PTDM,108,交簡,383,20190225,1",0
990,"PTDM,108,交簡,384,20190225,1",0
991,"PTDM,108,交簡,387,20190227,1",0
992,"PTDM,108,交簡,393,20190225,1",1
993,"PTDM,108,交簡,394,20190226,1",0
994,"PTDM,108,交簡,410,20190227,1",0
995,"PTDM,108,交簡,42,20190218,1",1
996,"PTDM,108,交簡,44,20190218,1",1
997,"PTDM,108,交簡,52,20190212,1",0
998,"PTDM,108,交簡,68,20190225,1",0
999,"PTDM,108,交簡,70,20190218,1",2
1000,"PTDM,108,交簡,72,20190218,1",1
1001,"PTDM,108,交簡,73,20190214,1",1
1002,"PTDM,108,交簡,74,20190218,1",1
1003,"PTDM,108,交簡,76,20190214,1",1
1004,"PTDM,108,交簡,78,20190218,1",1
1005,"PTDM,108,交簡,82,20190218,1",1
1006,"PTDM,108,交簡,84,20190218,1",1
1007,"PTDM,108,交簡,86,20190219,1",1
1008,"PTDM,108,交簡,89,20190219,1",0
1009,"PTDM,108,交簡,95,20190219,1",1
1010,"PTDM,108,交簡,97,20190225,1",2
1011,"SCDM,107,竹交簡,974,20190227,1",3
1012,"SCDM,108,竹交簡,104,20190221,1",0
1013,"SCDM,108,竹交簡,113,20190219,1",2
1014,"SCDM,108,竹交簡,30,20190227,1",0
1015,"SCDM,108,竹交簡,87,20190222,1",1
1016,"SCDM,108,竹交簡,90,20190222,1",1
1017,"SDEM,108,沙交簡,104,20190227,1",0
1018,"SLDM,108,審交簡,34,20190221,1",1
1019,"SLEM,108,士交簡,106,20190215,1",0
1020,"SLEM,108,士交簡,107,20190215,1",2
1021,"SLEM,108,士交簡,122,20190222,1",2
1022,"SLEM,108,士交簡,125,20190222,1",1
1023,"SLEM,108,士交簡,133,20190222,1",0
1024,"SLEM,108,士交簡,135,20190222,1",0
1025,"SLEM,108,士交簡,143,20190222,1",0
1026,"SLEM,108,士交簡,144,20190222,1",2
1027,"SLEM,108,士交簡,150,20190222,1",0
1028,"SLEM,108,士交簡,156,20190222,1",2
1029,"SLEM,108,士交簡,159,20190227,1",0
1030,"SLEM,108,士交簡,161,20190227,1",0
1031,"SLEM,108,士交簡,171,20190227,1",2
1032,"SLEM,108,士交簡,172,20190227,1",0
1033,"SLEM,108,士交簡,79,20190215,1",0
1034,"SLEM,108,士交簡,86,20190215,1",2
1035,"SLEM,108,士交簡,91,20190215,1",0
1036,"SLEM,108,士交簡,94,20190215,1",1
1037,"SLEM,108,士交簡,98,20190215,1",1
1038,"SLEM,108,士交簡,99,20190215,1",0
1039,"TCDM,108,中交簡,164,20190226,1",2
1040,"TCDM,108,中交簡,189,20190226,1",1
1041,"TCDM,108,中交簡,191,20190215,1",1
1042,"TCDM,108,中交簡,199,20190211,1",0
1043,"TCDM,108,中交簡,214,20190214,1",1
1044,"TCDM,108,中交簡,221,20190213,1",0
1045,"TCDM,108,中交簡,226,20190213,1",0
1046,"TCDM,108,中交簡,260,20190219,1",1
1047,"TCDM,108,中交簡,266,20190215,1",0
1048,"TCDM,108,中交簡,271,20190213,1",0
1049,"TCDM,108,中交簡,283,20190214,1",1
1050,"TCDM,108,中交簡,288,20190226,1",1
1051,"TCDM,108,中交簡,292,20190213,1",2
1052,"TCDM,108,中交簡,293,20190221,1",1
1053,"TCDM,108,中交簡,302,20190225,1",1
1054,"TCDM,108,中交簡,304,20190226,1",0
1055,"TCDM,108,中交簡,314,20190214,1",0
1056,"TCDM,108,中交簡,315,20190213,1",0
1057,"TCDM,108,中交簡,316,20190213,1",1
1058,"TCDM,108,中交簡,317,20190227,1",1
1059,"TCDM,108,中交簡,328,20190223,1",1
1060,"TCDM,108,中交簡,330,20190214,1",0
1061,"TCDM,108,中交簡,331,20190219,1",3
1062,"TCDM,108,中交簡,332,20190218,1",1
1063,"TCDM,108,中交簡,335,20190214,1",2
1064,"TCDM,108,中交簡,336,20190228,1",0
1065,"TCDM,108,中交簡,337,20190215,1",1
1066,"TCDM,108,中交簡,343,20190227,1",0
1067,"TCDM,108,中交簡,350,20190227,1",2
1068,"TCDM,108,中交簡,352,20190227,1",0
1069,"TCDM,108,中交簡,356,20190227,1",2
1070,"TCDM,108,中交簡,360,20190219,1",0
1071,"TCDM,108,中交簡,368,20190223,1",2
1072,"TCDM,108,中交簡,369,20190223,1",1
1073,"TCDM,108,中交簡,374,20190215,1",0
1074,"TCDM,108,中交簡,380,20190219,1",2
1075,"TCDM,108,中交簡,383,20190219,1",1
1076,"TCDM,108,中交簡,393,20190223,1",0
1077,"TCDM,108,中交簡,394,20190223,1",1
1078,"TCDM,108,中交簡,401,20190222,1",1
1079,"TCDM,108,中交簡,402,20190225,1",1
1080,"TCDM,108,中交簡,409,20190223,1",2
1081,"TCDM,108,中交簡,421,20190227,1",1
1082,"TCDM,108,中交簡,423,20190222,1",0
1083,"TCDM,108,中交簡,425,20190227,1",1
1084,"TCDM,108,中交簡,430,20190227,1",1
1085,"TCDM,108,中交簡,431,20190221,1",4
1086,"TCDM,108,中交簡,432,20190223,1",0
1087,"TCDM,108,中交簡,440,20190223,1",0
1088,"TCDM,108,中交簡,463,20190223,1",0
1089,"TCDM,108,中交簡,466,20190225,1",1
1090,"TCDM,108,中交簡,471,20190227,1",1
1091,"TCDM,108,中交簡,475,20190226,1",1
1092,"TCDM,108,中交簡,476,20190227,1",3
1093,"TCDM,108,中交簡,488,20190227,1",0
1094,"TCDM,108,中交簡,494,20190227,1",0
1095,"TCDM,108,中交簡,500,20190227,1",0
1096,"TCDM,108,中交簡,501,20190228,1",1
1097,"TCDM,108,中交簡,510,20190226,1",0
1098,"TCDM,108,中交簡,512,20190227,1",2
1099,"TCDM,108,中交簡,513,20190227,1",0
1100,"TCDM,108,中交簡,522,20190226,1",1
1101,"TCDM,108,中交簡,523,20190226,1",3
